"idcode","rec","rel","fun","clar","home","class","fac"
176575,1,3,3,3,3,3,3
176575,1,3,3,3,3,3,3
176575,1,3,3,3,3,3,3
176575,1,3,3,3,3,4,4
176575,1,4,3,3,3,4,3
176575,0,NA,NA,NA,NA,NA,NA
176575,1,3,3,3,4,4,4
176575,1,3,3,3,3,4,3
176575,1,3,4,3,4,4,4
176575,1,3,3,3,4,4,3
176575,1,3,4,4,3,3,4
176575,1,3,3,3,3,4,3
176575,1,3,3,3,3,4,4
176575,1,3,3,3,3,3,4
176575,1,5,4,4,4,3,4
176575,1,4,3,3,4,4,4
176575,1,4,3,3,4,4,4
176575,1,4,3,3,3,3,3
176575,1,4,3,3,4,4,4
176576,1,3,5,4,5,4,4
176576,0,3,4,2,3,2,3
176576,0,2,4,2,3,3,3
176576,0,4,3,3,3,3,2
176576,1,4,4,4,4,4,4
176576,0,3,3,3,2,3,3
176576,1,3,5,4,4,3,3
176576,1,5,5,5,5,5,5
176576,1,4,4,4,3,3,5
176576,1,4,5,4,3,4,5
176576,0,3,3,2,3,3,2
176576,1,4,3,4,4,4,3
176576,1,4,5,4,3,4,4
176576,0,2,3,2,2,3,2
176576,1,5,5,3,3,2,2
176576,0,3,4,3,2,3,2
176576,1,4,5,4,4,4,3
176576,1,5,5,5,4,4,5
176576,1,4,5,4,3,3,4
176576,1,4,3,5,4,4,4
176576,0,4,3,3,4,3,2
176578,1,4,4,4,4,4,3
176578,0,3,4,3,4,2,2
176578,0,3,3,4,4,2,2
176578,0,4,3,3,3,2,2
176578,1,4,4,4,4,2,3
176578,0,3,3,3,3,NA,3
176578,0,3,4,4,4,NA,3
176578,1,3,3,2,3,3,4
176578,0,3,3,2,3,3,2
176578,0,3,3,3,3,2,2
176578,1,3,3,4,4,2,3
176578,1,4,4,4,4,2,3
176578,0,2,3,3,3,2,3
176578,0,3,3,3,3,4,3
176578,1,4,4,4,4,2,4
176578,0,4,4,3,3,NA,2
176578,1,4,3,4,4,NA,4
176578,0,3,3,4,5,2,3
176578,0,3,3,4,4,2,2
176578,0,3,3,3,4,2,3
176578,0,4,4,3,3,2,2
176579,0,4,4,5,4,3,3
176579,0,3,4,3,3,3,3
176579,0,3,3,4,4,3,3
176579,0,3,3,2,3,3,3
176579,1,4,4,3,5,3,3
176579,0,4,4,4,3,3,3
176579,0,4,3,4,3,3,2
176579,0,5,1,2,3,2,1
176579,1,3,4,4,4,3,2
176579,0,4,4,5,4,4,1
176579,0,3,4,2,4,3,2
176579,0,4,4,5,3,3,3
176579,1,4,4,4,3,3,3
176579,0,3,4,2,3,2,3
176579,1,4,4,4,4,3,4
176579,0,3,4,3,3,3,3
176579,1,4,5,4,5,3,4
176579,1,4,4,4,5,3,2
176579,1,4,4,4,4,3,3
176579,0,5,4,3,3,2,3
176579,0,4,5,4,3,3,2
176580,0,4,4,4,4,3,2
176580,0,2,4,2,4,2,3
176580,0,2,4,3,3,3,1
176580,1,4,4,3,3,4,2
176580,1,4,4,4,4,3,2
176580,0,3,3,3,3,4,2
176580,1,4,4,5,3,3,2
176580,0,4,4,4,4,3,2
176580,1,4,4,4,4,4,3
176580,1,4,4,4,4,4,2
176580,0,2,4,3,4,3,3
176580,1,3,4,4,4,3,2
176580,1,4,4,4,4,4,3
176580,0,2,4,2,4,2,2
176580,0,4,4,4,3,3,1
176580,0,3,3,3,3,3,2
176580,0,3,4,4,4,4,2
176580,1,4,4,4,4,3,3
176580,1,4,4,4,4,4,3
176580,1,3,3,3,3,3,2
176580,0,3,3,3,4,3,2
176581,1,5,4,4,3,3,3
176581,0,2,3,3,3,3,2
176581,1,3,3,3,3,3,3
176581,0,3,3,2,3,2,2
176581,0,4,3,2,5,2,2
176581,1,3,4,3,3,4,3
176581,1,3,4,3,4,3,3
176581,0,3,3,3,5,4,4
176581,0,3,4,3,5,3,2
176581,0,2,4,2,3,2,3
176581,1,3,4,3,2,3,3
176581,1,3,4,4,4,3,3
176581,1,3,3,2,2,2,1
176581,1,3,4,3,2,2,2
176581,1,5,5,4,4,4,3
176581,0,3,3,4,4,2,1
176581,1,5,4,4,5,3,3
176581,1,4,5,4,4,4,3
176581,1,4,5,3,5,5,4
176581,0,3,3,3,3,2,2
176581,1,5,3,3,3,3,3
176582,1,4,4,4,4,4,2
176582,0,3,3,3,NA,3,2
176582,1,4,4,4,4,3,3
176582,0,3,4,3,3,3,2
176582,1,4,4,4,4,4,4
176582,1,4,4,4,4,4,3
176582,1,4,4,4,4,4,3
176582,1,4,4,4,4,NA,2
176582,1,5,5,5,5,5,3
176582,1,4,4,4,4,NA,2
176582,1,4,4,4,4,4,3
176582,1,4,4,4,4,4,3
176582,1,4,4,4,4,4,2
176582,1,4,4,1,4,1,2
176582,1,4,4,4,4,4,2
176582,1,4,4,4,NA,4,4
176582,1,5,5,5,5,5,3
176582,1,4,NA,4,NA,NA,4
176582,1,5,5,5,5,5,4
176582,1,4,4,4,4,4,3
176582,1,5,5,4,4,4,3
176583,1,5,5,5,5,5,5
176583,0,2,2,3,3,1,1
176583,1,5,5,5,5,5,5
176583,1,5,5,5,5,5,3
176583,1,5,5,5,5,5,3
176583,1,5,5,5,5,5,3
176583,1,5,5,5,5,3,3
176583,1,5,5,5,5,5,5
176583,1,4,4,4,4,4,3
176583,1,3,3,3,3,3,4
176583,1,5,5,5,5,5,5
176583,0,1,1,1,1,1,1
176583,1,5,5,5,5,5,5
176583,1,5,5,5,5,5,5
176583,1,5,5,5,5,5,5
176583,0,3,3,3,3,3,1
176583,1,5,5,5,5,5,5
176583,1,4,4,5,5,5,5
176583,1,3,3,3,5,5,5
176583,1,5,5,5,5,5,5
176583,1,5,5,5,5,5,3
176586,0,5,4,4,5,NA,2
176586,0,3,NA,NA,NA,NA,2
176586,0,4,NA,NA,4,3,2
176586,0,4,NA,NA,4,4,3
176586,1,3,NA,4,NA,4,2
176586,0,4,NA,NA,NA,NA,2
176586,1,4,NA,NA,NA,4,2
176586,0,4,NA,NA,4,NA,2
176586,0,4,NA,NA,NA,4,2
176586,1,3,NA,NA,NA,5,3
176586,0,4,NA,4,NA,NA,2
176586,1,4,4,4,3,4,3
176586,0,4,NA,NA,NA,NA,2
176586,1,4,3,NA,NA,3,2
176586,1,4,NA,NA,NA,5,3
176586,0,3,NA,NA,NA,NA,2
176586,1,5,NA,NA,NA,NA,3
176586,0,4,NA,4,5,NA,3
176586,1,4,NA,4,4,NA,3
176586,1,4,NA,4,NA,NA,3
176586,1,5,4,4,5,NA,3
176587,1,4,4,4,3,NA,3
176587,0,3,4,3,3,NA,3
176587,1,4,4,4,4,5,4
176587,1,4,4,3,3,5,3
176587,1,3,4,3,3,3,3
176587,1,4,3,3,3,3,3
176587,1,4,3,3,3,3,3
176587,0,4,3,3,3,3,3
176587,1,4,4,3,3,3,3
176587,0,3,3,3,3,4,3
176587,1,3,4,3,3,3,4
176587,0,3,4,4,3,NA,4
176587,1,4,4,4,4,5,4
176587,1,3,5,3,3,3,4
176587,1,4,4,4,3,NA,3
176587,1,5,5,5,3,5,4
176587,1,5,5,5,4,5,4
176587,1,4,4,4,4,4,4
176587,1,4,4,4,3,3,3
176587,1,5,3,5,3,4,4
176587,1,5,4,4,4,3,3
176588,0,3,3,4,3,3,2
176588,0,2,3,3,3,3,2
176588,0,3,3,3,3,3,3
176588,0,3,4,3,3,3,3
176588,1,3,3,3,3,3,2
176588,0,3,3,3,3,3,2
176588,0,3,3,3,3,3,2
176588,0,3,3,3,3,3,2
176588,0,3,3,3,3,3,2
176588,0,3,3,3,3,3,2
176588,0,3,4,3,3,3,3
176588,1,3,3,4,3,4,3
176588,0,2,3,2,2,3,2
176588,0,2,3,2,3,2,2
176588,1,4,3,3,3,3,2
176588,0,2,3,2,2,2,2
176588,1,3,3,3,3,3,3
176588,1,3,4,3,3,3,2
176588,0,3,3,3,3,2,2
176588,0,3,4,2,2,2,2
176588,0,4,3,3,3,3,2
176589,0,4,3,3,4,2,2
176589,0,2,2,2,3,2,2
176589,1,3,5,4,3,3,3
176589,0,4,3,3,4,2,2
176589,1,3,4,4,4,4,3
176589,1,4,4,3,3,3,3
176589,0,4,3,2,4,2,2
176589,0,3,2,3,3,3,2
176589,0,3,2,2,3,2,2
176589,0,3,2,2,4,2,1
176589,1,3,5,4,3,4,4
176589,1,4,5,4,3,4,3
176589,1,4,4,3,3,4,3
176589,0,2,3,2,2,2,1
176589,1,4,5,4,2,3,4
176589,0,4,3,3,3,2,2
176589,1,5,5,3,3,4,2
176589,1,5,5,5,4,5,3
176589,0,3,3,3,3,3,2
176589,0,3,3,2,2,1,1
176589,0,3,3,3,2,2,2
176590,0,4,4,3,3,3,2
176590,0,2,3,3,3,3,2
176590,0,2,3,3,3,3,3
176590,0,2,3,3,3,3,3
176590,1,4,4,4,3,4,3
176590,1,3,4,4,3,3,3
176590,1,4,4,3,3,3,3
176590,0,2,2,3,4,4,2
176590,0,3,3,4,4,3,3
176590,0,3,4,3,4,2,2
176590,0,2,3,3,3,2,2
176590,1,3,4,4,4,4,3
176590,0,2,3,3,4,3,2
176590,0,2,3,2,3,3,2
176590,1,3,4,4,4,4,3
176590,0,3,3,3,2,2,2
176590,1,5,4,4,4,4,4
176590,1,4,3,3,3,3,3
176590,0,3,3,3,3,3,2
176590,0,2,3,3,3,3,3
176590,0,4,3,3,3,2,3
176591,1,3,5,5,4,4,3
176591,1,3,5,4,3,3,4
176591,1,3,5,4,4,4,3
176591,1,3,5,4,4,3,3
176591,1,3,4,4,3,3,4
176591,1,3,4,3,3,3,3
176591,1,3,4,4,3,3,3
176591,1,3,4,3,3,3,3
176591,1,3,4,3,3,4,4
176591,1,3,4,4,3,3,3
176591,1,3,5,4,3,3,4
176591,1,3,5,4,3,3,3
176591,1,3,4,3,3,3,3
176591,0,3,5,3,3,3,3
176591,1,4,5,4,3,4,4
176591,1,3,5,4,3,3,4
176591,1,5,5,5,4,4,4
176591,1,3,4,3,3,4,4
176591,1,3,4,4,3,3,3
176591,1,3,4,3,3,3,3
176591,1,4,4,3,4,4,3
176592,0,3,5,3,3,3,4
176592,1,3,5,3,4,4,3
176592,0,3,5,3,3,3,3
176592,0,3,5,3,3,3,3
176592,1,3,5,3,3,3,3
176592,1,5,5,4,5,3,4
176592,1,4,5,5,3,4,4
176592,0,4,5,3,3,3,3
176592,0,3,5,3,3,3,3
176592,0,3,5,3,3,3,3
176592,0,5,5,3,3,3,3
176592,1,3,5,4,4,3,4
176592,1,3,5,4,4,3,4
176592,0,3,4,2,3,2,3
176592,1,4,5,3,4,3,4
176592,0,3,5,3,3,3,3
176592,1,4,5,4,4,3,3
176592,0,4,4,3,4,3,4
176592,0,4,5,3,3,3,3
176592,0,4,5,4,4,3,4
176592,1,3,5,5,4,4,4
176593,1,4,4,4,4,4,4
176593,0,3,3,3,3,4,3
176593,0,3,4,3,3,3,3
176593,0,3,4,3,3,3,3
176593,0,3,4,3,4,3,3
176593,0,4,4,3,3,3,4
176593,0,3,4,4,3,4,4
176593,0,3,3,3,3,3,3
176593,0,2,3,3,3,3,3
176593,0,3,3,3,3,3,3
176593,0,2,4,3,3,2,3
176593,0,3,4,4,4,3,3
176593,0,3,3,3,3,2,3
176593,0,3,3,2,3,2,2
176593,0,3,4,3,3,2,3
176593,0,4,3,4,4,3,3
176593,1,5,4,3,3,4,4
176593,1,4,3,4,3,3,3
176593,0,3,4,3,3,3,3
176593,1,4,4,4,3,4,4
176593,1,4,4,4,3,NA,4
176596,0,3,3,2,2,3,1
176596,0,4,4,2,3,3,1
176596,0,3,3,2,1,2,1
176596,0,4,3,3,2,3,1
176596,0,3,3,3,3,3,3
176596,1,4,4,4,4,4,1
176596,0,3,3,3,2,2,1
176596,1,4,4,3,3,3,3
176596,1,5,4,5,4,4,4
176596,1,4,5,5,4,4,4
176596,0,3,3,3,3,4,3
176596,1,4,5,3,3,3,4
176596,0,3,3,3,3,3,2
176596,1,4,4,5,5,4,4
176598,0,3,4,3,4,3,3
176598,1,4,5,3,4,3,4
176598,0,4,4,3,4,3,4
176598,1,4,5,5,5,4,4
176598,1,4,5,5,5,4,4
176598,1,4,4,4,4,4,4
176598,0,3,4,3,4,3,3
176598,0,5,4,4,4,4,4
176598,1,5,5,5,5,5,4
176598,1,5,4,4,4,3,3
176598,0,3,4,3,4,3,3
176598,0,3,4,3,4,4,4
176598,0,3,4,3,4,3,3
176598,1,4,4,4,4,4,4
176600,0,3,5,5,5,4,5
176600,1,5,5,5,5,5,5
176600,0,3,5,4,4,2,4
176600,0,4,5,5,4,5,4
176600,1,4,5,5,5,5,5
176600,1,5,5,5,5,5,5
176600,0,3,5,3,5,2,2
176600,1,4,5,4,4,4,5
176600,1,4,5,5,4,5,5
176600,1,5,5,5,5,5,5
176600,0,4,5,4,5,3,5
176600,1,4,5,5,5,5,5
176600,0,4,5,5,5,5,4
176600,0,5,4,5,4,5,5
176602,0,3,5,NA,5,3,4
176602,0,3,5,3,4,NA,3
176602,0,2,NA,NA,2,NA,3
176602,1,4,5,4,NA,4,4
176602,1,5,5,5,5,5,5
176602,0,3,5,NA,NA,4,4
176602,0,3,4,4,4,3,3
176602,1,4,3,NA,3,3,4
176602,1,4,3,4,4,NA,3
176602,0,4,5,NA,5,NA,3
176602,0,4,4,NA,NA,NA,3
176602,0,2,5,3,NA,NA,3
176602,0,3,5,3,4,NA,4
176602,0,4,3,NA,NA,NA,3
176603,0,3,3,3,4,3,4
176603,0,4,4,4,4,4,4
176603,0,4,3,2,3,2,3
176603,0,4,4,4,4,3,3
176603,0,3,5,4,4,4,4
176603,1,4,4,4,4,4,4
176603,0,3,4,3,5,3,4
176603,0,3,3,3,4,3,3
176603,0,3,4,4,4,3,4
176603,0,4,4,5,4,4,NA
176603,0,3,4,3,4,3,4
176603,0,2,3,3,3,3,4
176603,0,3,4,4,4,4,4
176603,0,3,3,3,4,3,4
176607,0,2,3,3,3,3,3
176607,0,3,4,4,3,3,2
176607,0,3,3,3,3,2,2
176607,1,4,4,4,4,3,3
176607,1,4,4,4,4,4,3
176607,1,4,5,5,4,4,4
176607,0,3,4,3,4,3,3
176607,0,4,4,3,4,4,3
176607,1,NA,4,4,4,4,3
176607,1,4,3,4,3,4,3
176607,0,3,3,3,3,3,3
176607,0,2,4,4,3,3,3
176607,0,3,3,3,3,3,3
176607,0,3,4,3,4,3,2
176610,0,4,4,3,4,3,3
176610,0,3,4,3,3,3,3
176610,0,3,4,4,3,3,3
176610,1,5,4,4,4,3,4
176610,0,4,4,4,3,3,3
176610,0,3,3,3,3,3,3
176610,0,3,3,3,4,3,3
176610,1,4,4,3,4,3,3
176610,0,3,3,4,3,3,3
176610,0,3,4,3,3,3,3
176610,1,4,4,4,4,3,3
176610,0,4,4,3,3,3,3
176610,0,4,4,3,4,2,3
176610,1,4,4,4,4,3,4
176611,0,3,4,3,3,3,3
176611,0,3,3,3,4,4,3
176611,0,3,3,3,4,3,4
176611,1,4,4,3,3,4,3
176611,0,3,3,4,3,3,3
176611,0,3,3,3,4,3,5
176611,0,3,2,3,3,4,3
176611,1,3,3,4,4,4,5
176611,0,3,1,1,2,4,1
176611,1,4,4,4,3,4,4
176611,1,4,4,3,3,3,5
176611,0,3,4,3,3,4,5
176611,0,3,3,2,4,4,4
176611,0,3,4,4,3,3,4
176614,1,4,4,3,3,3,3
176614,0,3,3,3,3,3,3
176614,0,3,3,3,4,3,3
176614,1,3,3,3,3,3,3
176614,0,3,3,3,3,3,3
176614,0,3,3,3,3,3,3
176614,0,3,4,3,3,3,3
176614,1,4,4,4,3,3,3
176614,0,4,3,4,3,3,3
176614,1,3,4,4,3,3,3
176614,0,3,4,3,4,3,3
176614,0,3,3,3,3,3,3
176614,1,5,4,4,3,3,4
176614,1,4,4,4,3,3,3
176616,1,4,4,4,4,3,3
176616,0,3,3,3,3,2,2
176616,1,3,4,4,4,3,3
176616,1,4,3,4,4,3,3
176616,0,3,3,3,3,2,2
176616,1,3,4,4,3,3,4
176616,1,3,4,4,4,4,4
176616,0,3,3,3,3,2,2
176616,0,3,3,4,4,3,3
176616,0,3,3,3,2,2,3
176616,1,4,4,5,3,3,3
176616,0,3,3,3,3,2,2
176616,0,3,3,2,3,2,2
176616,1,4,4,3,3,3,2
176618,1,3,4,3,3,3,2
176618,0,3,3,3,3,4,1
176618,1,3,3,3,3,3,1
176618,1,4,4,3,4,3,1
176618,1,3,3,3,3,3,1
176618,1,3,4,4,3,3,1
176618,1,4,4,3,3,3,1
176618,0,4,4,3,4,3,1
176618,0,3,2,3,3,3,1
176618,1,3,3,3,3,3,1
176618,0,3,3,3,3,2,1
176618,0,3,3,3,3,3,2
176618,0,3,3,3,3,3,2
176618,0,3,3,3,3,2,2
176619,1,5,5,4,4,4,4
176619,0,3,5,3,3,4,3
176619,1,3,5,3,3,4,4
176619,1,5,5,4,5,4,5
176619,0,4,4,3,3,3,4
176619,1,4,5,5,5,5,4
176619,1,3,4,4,5,4,4
176619,0,3,3,4,5,5,3
176619,0,4,4,3,4,3,3
176619,1,5,4,5,4,5,3
176619,0,3,3,5,4,4,4
176619,0,3,4,3,4,3,4
176619,0,4,3,3,3,3,4
176619,1,5,5,4,3,3,3
176620,1,5,4,4,5,NA,3
176620,0,3,4,3,3,NA,2
176620,0,3,4,3,4,NA,1
176620,0,3,5,3,3,NA,1
176620,0,3,5,3,3,NA,NA
176620,0,3,5,3,3,NA,1
176620,0,5,3,2,2,NA,1
176620,0,4,4,2,5,NA,1
176620,0,3,4,5,3,NA,3
176620,0,4,4,3,3,NA,2
176620,0,3,4,3,3,NA,2
176620,0,4,2,3,5,NA,1
176620,0,3,4,3,3,NA,1
176620,0,3,4,3,3,NA,2
176621,0,4,4,4,3,3,3
176621,0,3,3,3,3,3,3
176621,0,3,4,3,4,3,3
176621,0,3,4,4,4,3,3
176621,0,3,4,3,3,3,3
176621,0,3,4,3,3,3,3
176621,0,3,4,3,3,3,3
176621,0,3,4,4,3,3,3
176621,0,3,3,4,4,4,3
176621,0,3,4,3,3,3,3
176621,0,3,4,3,3,3,3
176621,0,3,4,3,3,3,3
176621,0,3,4,4,3,3,3
176621,0,3,4,4,4,4,3
176622,0,4,NA,4,NA,5,3
176622,1,5,NA,5,NA,4,3
176622,0,4,NA,5,NA,5,3
176622,0,3,NA,4,NA,NA,2
176622,0,4,NA,5,NA,NA,3
176622,1,4,NA,5,NA,4,3
176622,0,3,NA,4,NA,NA,2
176622,1,5,NA,5,4,5,3
176622,1,4,NA,4,NA,5,3
176623,1,3,4,4,3,3,4
176623,1,4,4,4,3,3,3
176623,1,4,4,4,4,3,3
176623,0,NA,NA,NA,NA,NA,NA
176623,0,3,4,3,3,3,3
176623,0,3,4,4,3,4,3
176623,0,3,4,3,3,3,3
176623,1,4,3,4,3,4,3
176623,0,NA,NA,NA,NA,NA,NA
176624,1,1,5,3,3,1,3
176624,1,2,3,4,3,2,3
176624,1,2,3,5,3,2,2
176624,1,1,4,3,5,1,3
176624,1,2,4,5,3,2,4
176624,1,1,4,4,3,1,3
176624,1,1,4,2,3,2,3
176624,1,2,4,3,4,5,4
176624,1,4,5,5,5,5,5
176627,0,3,5,4,4,2,1
176627,0,4,4,5,NA,5,1
176627,0,4,4,4,4,4,3
176627,0,4,5,4,4,4,1
176627,0,4,4,5,4,3,1
176627,0,4,5,4,4,4,2
176627,0,4,4,4,4,2,2
176627,0,4,4,4,4,4,2
176627,0,4,2,3,4,2,1
176629,0,3,4,3,3,NA,2
176629,0,4,3,4,4,NA,2
176629,0,4,3,4,4,NA,3
176629,1,3,4,3,4,3,3
176629,1,4,4,3,4,3,3
176629,0,3,4,3,4,2,3
176629,0,2,4,3,4,2,2
176629,0,3,3,3,4,NA,2
176629,0,4,2,3,NA,2,1
176631,0,3,4,3,3,2,3
176631,1,5,4,4,3,3,4
176631,1,5,4,3,3,4,4
176631,1,4,4,3,3,3,4
176631,0,3,4,3,3,2,3
176631,0,3,4,3,3,3,4
176631,0,3,4,3,4,2,2
176631,1,4,4,4,3,3,4
176631,1,4,4,4,3,3,3
176638,0,3,3,3,3,3,3
176638,0,3,3,3,3,3,3
176638,0,3,3,3,3,3,3
176638,1,3,3,4,3,4,3
176638,1,3,4,4,4,4,4
176638,1,4,4,4,4,4,4
176638,1,4,4,4,4,4,3
176638,1,3,4,3,4,3,3
176638,1,4,4,4,5,3,3
176638,1,3,3,3,4,3,3
176639,1,4,4,4,5,4,4
176639,1,5,5,3,4,3,4
176639,0,4,3,5,4,4,3
176639,1,4,4,5,3,3,4
176639,0,3,4,3,3,2,5
176639,0,5,5,5,4,5,4
176639,1,4,5,4,3,4,5
176639,1,3,5,3,3,5,5
176639,0,3,5,4,4,4,4
176639,0,3,3,2,3,3,3
176640,0,3,4,3,3,3,3
176640,0,4,4,3,3,3,3
176640,1,5,4,5,4,5,4
176640,0,3,3,4,5,3,3
176640,0,3,4,3,3,4,3
176640,1,4,3,5,4,3,3
176640,0,4,3,4,3,3,3
176640,0,3,4,3,3,3,3
176640,0,4,4,4,3,4,3
176640,0,3,4,3,3,3,3
176641,0,3,2,2,3,1,3
176641,0,3,3,4,4,4,3
176641,0,3,5,4,4,3,4
176641,0,3,5,4,4,3,4
176641,0,4,4,4,5,3,3
176641,1,4,4,4,5,5,4
176641,1,3,5,5,4,4,4
176641,1,2,4,4,4,3,3
176641,0,NA,NA,NA,NA,NA,NA
176641,0,4,4,4,4,3,2
176641,1,3,3,3,3,3,2
176641,0,NA,NA,NA,NA,NA,NA
176641,0,4,4,4,4,4,4
176641,0,3,5,4,4,3,4
176641,1,5,5,4,4,3,4
176641,0,4,4,4,5,3,3
176641,0,3,3,3,3,3,3
176641,0,4,4,4,4,4,4
176644,1,3,5,4,5,4,5
176644,0,3,3,4,4,3,4
176644,0,3,3,3,3,3,3
176644,1,5,5,5,4,4,5
176644,0,3,3,3,3,3,3
176644,1,4,4,4,4,4,4
176644,1,4,4,4,4,4,4
176644,0,3,4,4,3,4,3
176644,1,3,3,5,4,5,5
176644,1,5,4,4,5,5,4
176644,1,5,4,4,4,4,4
176644,0,NA,NA,NA,NA,NA,NA
176644,1,5,5,5,5,5,5
176644,0,NA,NA,NA,NA,NA,NA
176644,1,4,3,3,3,5,4
176644,1,3,3,5,5,4,4
176644,1,3,4,4,3,4,4
176644,0,3,3,3,4,2,3
176645,0,NA,NA,NA,NA,NA,NA
176645,0,3,5,4,4,2,4
176645,0,3,5,3,5,1,3
176645,1,3,4,5,5,3,4
176645,1,5,5,4,5,4,3
176645,1,5,5,3,5,4,3
176645,0,4,5,3,4,3,2
176645,1,4,5,5,4,4,3
176645,1,4,5,5,3,3,5
176645,1,5,5,4,4,3,4
176645,0,4,5,4,4,3,4
176645,1,4,4,4,4,4,3
176645,0,5,5,4,4,3,4
176645,0,3,5,3,5,3,5
176645,1,5,4,5,4,3,4
176645,0,3,4,4,4,4,1
176645,0,3,5,3,5,3,3
176645,1,4,5,3,5,3,4
176647,0,3,1,3,3,3,1
176647,1,4,4,4,3,4,2
176647,1,3,5,4,3,3,2
176647,1,4,5,4,4,3,3
176647,1,5,NA,NA,NA,NA,2
176647,1,4,5,3,4,3,3
176647,0,NA,NA,NA,NA,NA,NA
176647,0,NA,NA,NA,NA,NA,NA
176647,1,4,5,5,5,3,3
176647,1,4,4,4,4,4,2
176647,1,4,5,5,4,3,NA
176647,1,4,5,5,4,2,2
176647,1,5,4,4,3,3,2
176647,1,3,4,3,3,3,2
176647,0,4,3,3,3,2,1
176647,1,3,4,3,3,3,2
176647,0,4,3,3,3,3,1
176647,0,NA,NA,NA,NA,NA,NA
176648,1,4,5,4,5,3,2
176648,1,4,3,3,4,2,2
176648,1,5,5,4,4,3,3
176648,1,5,4,5,4,4,3
176648,1,4,5,5,5,2,2
176648,1,5,5,4,4,3,2
176648,1,4,4,4,4,4,3
176648,1,4,4,4,4,4,3
176648,1,4,4,5,4,2,2
176648,1,5,5,5,5,3,3
176648,1,5,5,4,4,3,2
176648,1,5,4,4,4,4,3
176648,1,5,5,5,5,4,3
176648,1,4,5,4,4,4,3
176648,1,5,5,4,5,4,3
176648,1,4,4,3,5,3,3
176648,1,4,4,4,4,4,3
176648,1,4,5,4,4,4,3
176649,0,2,4,2,4,NA,5
176649,1,3,4,4,4,4,4
176649,0,3,4,2,4,NA,3
176649,0,3,3,4,4,3,3
176649,1,3,3,4,4,4,4
176649,1,3,4,4,NA,4,4
176649,1,3,4,4,3,4,5
176649,1,3,4,4,4,4,4
176649,0,NA,NA,NA,NA,NA,NA
176649,1,4,3,3,3,3,4
176649,1,4,4,4,4,NA,4
176649,1,4,4,4,3,NA,4
176649,1,5,4,4,5,NA,5
176649,0,3,5,3,4,NA,4
176649,1,5,4,5,4,NA,5
176649,0,3,3,2,5,NA,2
176649,0,3,4,3,3,NA,3
176649,0,3,3,3,3,3,3
176650,0,3,5,3,5,3,4
176650,0,3,4,3,3,3,3
176650,0,3,4,3,3,3,3
176650,0,3,4,3,3,4,3
176650,0,4,4,5,4,4,4
176650,1,3,5,4,4,4,3
176650,0,3,5,3,4,5,3
176650,1,3,5,4,3,3,4
176650,0,3,1,3,3,1,2
176650,1,4,4,4,4,4,3
176650,0,4,4,4,3,3,3
176650,0,3,3,3,3,3,2
176650,1,4,4,4,5,4,3
176650,0,3,3,3,4,2,3
176650,0,5,3,3,3,2,2
176650,1,3,4,4,5,3,3
176650,0,3,3,3,3,2,2
176650,0,4,4,4,4,4,3
176651,0,NA,NA,NA,NA,NA,NA
176651,1,4,4,4,4,4,4
176651,1,4,4,4,4,4,4
176651,1,4,4,4,4,4,4
176651,1,3,3,3,4,3,3
176651,1,4,4,4,4,4,4
176651,1,4,4,4,4,4,4
176651,0,4,4,4,4,4,4
176651,1,4,4,4,4,3,3
176651,1,5,4,4,4,5,4
176651,0,2,2,2,2,1,2
176651,1,4,4,4,4,3,3
176651,1,5,5,5,5,5,4
176651,1,4,4,4,4,4,4
176651,1,4,4,4,4,4,4
176651,1,4,4,4,4,4,4
176651,0,3,3,3,4,4,3
176651,0,3,4,4,4,4,3
176652,0,3,3,3,3,3,3
176652,0,3,4,4,3,4,4
176652,1,3,4,4,4,4,4
176652,1,4,5,4,3,5,4
176652,1,4,3,4,4,4,3
176652,1,5,4,5,3,5,4
176652,1,4,4,4,3,4,4
176652,1,4,4,5,4,5,4
176652,1,4,4,5,4,4,4
176652,1,5,4,4,4,4,4
176652,1,4,3,4,4,4,3
176652,1,4,4,4,4,5,3
176652,1,5,5,4,4,4,4
176652,0,4,4,3,3,4,3
176652,1,5,4,4,4,4,3
176652,1,4,4,4,4,4,3
176652,0,3,3,3,3,3,3
176652,0,3,3,3,3,3,3
176653,0,3,3,3,3,NA,3
176653,1,3,3,3,3,NA,3
176653,1,3,4,4,3,NA,3
176653,1,3,4,4,3,4,3
176653,1,3,3,3,3,NA,3
176653,1,3,4,3,3,3,3
176653,0,NA,NA,NA,NA,NA,NA
176653,0,NA,NA,NA,NA,NA,NA
176653,1,4,4,4,4,NA,3
176653,1,3,4,4,4,NA,3
176653,1,4,4,4,4,4,3
176653,1,4,4,4,4,NA,3
176653,1,4,4,4,4,NA,3
176653,1,3,4,3,3,NA,3
176653,0,3,3,3,3,NA,3
176653,1,4,4,3,3,3,3
176653,0,3,3,3,3,NA,3
176653,0,3,3,3,3,NA,3
176655,0,3,4,5,4,4,2
176655,0,3,4,4,4,4,3
176655,0,3,3,4,4,4,2
176655,0,3,5,5,4,5,2
176655,0,4,5,5,5,5,4
176655,1,5,4,4,4,5,4
176655,0,4,3,3,4,4,2
176655,0,4,3,3,3,3,3
176655,0,NA,NA,NA,NA,NA,NA
176655,0,NA,NA,NA,NA,NA,NA
176655,0,5,4,4,4,4,3
176655,0,3,3,4,3,3,3
