"annual_income_ppp","average_wk_hrs","education_months","region","job_type","gender","family_size","work_distance","languages"
84576,38,216,"Western Asia","Unskilled","F",1,0,1
84133,38,214,"Western Asia","Unskilled","F",1,0,1
83468,39,213,"Western Asia","Unskilled","F",1,0,1
41394,46,164,"Sub-Saharan Africa","Unskilled","F",NA,0,1
37851,46,165,"Sub-Saharan Africa","Unskilled","F",1,0,1
37851,46,169,"Sub-Saharan Africa","Unskilled","F",7,0,1
38072,54,168,"Sub-Saharan Africa","Unskilled","F",6,0,1
38294,54,168,"Sub-Saharan Africa","Unskilled","F",7,0,1
35637,47,166,"Sub-Saharan Africa","Unskilled","F",1,0,1
31872,47,165,"Sub-Saharan Africa","Unskilled","F",6,0,1
28329,47,164,"Sub-Saharan Africa","Unskilled","F",5,0,1
24786,47,163,"Sub-Saharan Africa","Unskilled","F",5,0,1
22793,47,164,"Sub-Saharan Africa","Unskilled","F",4,0,1
21021,47,164,"Sub-Saharan Africa","Unskilled","F",4,0,1
21686,48,164,"Sub-Saharan Africa","Unskilled","F",4,0,1
23236,48,162,"Sub-Saharan Africa","Unskilled","F",4,0,1
25229,48,161,"Sub-Saharan Africa","Unskilled","F",4,0,1
28329,48,159,"Sub-Saharan Africa","Unskilled","F",4,0,1
31651,48,151,"Sub-Saharan Africa","Unskilled","F",4,0,1
58446,47,155,"Sub-Saharan Africa","Unskilled","F",NA,0,1
51138,48,155,"Sub-Saharan Africa","Unskilled","F",1,0,1
57781,48,154,"Sub-Saharan Africa","Unskilled","F",5,0,1
70846,48,151,"Sub-Saharan Africa","Unskilled","F",0,0,1
59774,48,150,"Sub-Saharan Africa","Unskilled","F",6,0,1
54681,48,151,"Sub-Saharan Africa","Unskilled","F",7,0,1
53573,48,152,"Sub-Saharan Africa","Unskilled","F",8,0,1
52245,49,154,"Sub-Saharan Africa","Unskilled","F",7,0,1
50695,49,155,"Sub-Saharan Africa","Unskilled","F",1,0,1
48038,49,156,"Sub-Saharan Africa","Unskilled","F",1,0,1
44937,49,157,"Sub-Saharan Africa","Unskilled","F",5,0,1
42059,49,158,"Sub-Saharan Africa","Unskilled","F",5,0,1
33201,49,159,"Sub-Saharan Africa","Unskilled","F",2,0,1
46488,55,161,"Sub-Saharan Africa","Unskilled","F",3,0,1
36523,55,162,"Sub-Saharan Africa","Unskilled","F",4,0,1
37408,55,141,"Sub-Saharan Africa","Unskilled","F",3,0,1
83468,37,195,"Northern Africa","Unskilled","M",NA,NA,NA
82804,37,195,"Northern Africa","Unskilled","M",3,NA,NA
83912,37,195,"Northern Africa","Unskilled","M",2,NA,NA
83912,37,199,"Northern Africa","Unskilled","M",2,NA,NA
80368,53,202,"Northern Africa","Unskilled","M",3,NA,NA
83690,38,206,"Northern Africa","Unskilled","M",2,NA,NA
83468,38,209,"Northern Africa","Unskilled","M",2,NA,NA
83247,38,212,"Northern Africa","Unskilled","M",1,NA,NA
83025,39,215,"Northern Africa","Unskilled","M",1,NA,NA
82361,39,219,"Northern Africa","Unskilled","M",1,NA,NA
81697,39,222,"Northern Africa","Unskilled","M",1,NA,NA
80811,39,224,"Northern Africa","Unskilled","M",2,NA,NA
80368,40,226,"Northern Africa","Unskilled","M",3,NA,NA
79925,40,223,"Northern Africa","Unskilled","M",2,NA,NA
79704,40,222,"Northern Africa","Unskilled","M",3,NA,NA
95206,40,220,"Northern Africa","Unskilled","M",2,NA,NA
85462,37,231,"Northern Europe","Skilled","M",NA,0,1
85019,37,231,"Northern Europe","Skilled","M",4,0,1
84133,38,230,"Northern Europe","Skilled","M",4,0,1
84133,53,231,"Northern Europe","Skilled","M",4,0,1
83690,54,234,"Northern Europe","Skilled","M",4,0,1
82804,54,235,"Northern Europe","Skilled","M",4,0,1
82361,38,232,"Northern Europe","Skilled","M",4,0,1
79925,38,231,"Northern Europe","Skilled","M",4,0,1
81919,38,230,"Northern Europe","Skilled","M",3,0,1
90776,38,230,"Northern Europe","Skilled","M",3,0,1
95206,38,228,"Northern Europe","Skilled","M",3,0,1
81033,38,229,"Northern Europe","Skilled","M",3,0,1
81033,39,223,"Northern Europe","Skilled","M",4,0,1
80590,39,217,"Northern Europe","Skilled","M",4,0,1
80147,39,210,"Northern Europe","Skilled","M",3,0,1
81033,39,202,"Northern Europe","Skilled","M",4,0,1
104063,38,201,"Western Europe","Skilled","M",NA,0,1
103399,53,201,"Western Europe","Skilled","M",4,0,1
102734,54,201,"Western Europe","Skilled","M",4,0,1
102069,54,201,"Western Europe","Skilled","M",4,0,1
117350,38,201,"Western Europe","Skilled","M",4,0,1
112921,38,199,"Western Europe","Skilled","M",4,0,1
106277,38,197,"Western Europe","Skilled","M",5,0,1
99634,38,197,"Western Europe","Skilled","M",4,0,1
98969,39,197,"Western Europe","Skilled","M",4,0,1
98306,39,197,"Western Europe","Skilled","M",4,0,1
96977,39,197,"Western Europe","Skilled","M",4,0,1
96755,39,197,"Western Europe","Skilled","M",5,0,1
96534,39,198,"Western Europe","Skilled","M",4,0,1
95869,39,197,"Western Europe","Skilled","M",5,0,1
95206,40,195,"Western Europe","Skilled","M",4,0,1
94763,40,197,"Western Europe","Skilled","M",4,0,1
67525,55,159,"Sub-Saharan Africa","Unskilled","M",NA,0,1
66639,55,159,"Sub-Saharan Africa","Unskilled","M",2,0,1
65754,50,159,"Sub-Saharan Africa","Unskilled","M",2,2,1
64867,50,158,"Sub-Saharan Africa","Unskilled","M",2,2,1
63760,50,158,"Sub-Saharan Africa","Unskilled","M",2,2,1
62653,50,158,"Sub-Saharan Africa","Unskilled","M",3,0,1
61546,50,152,"Sub-Saharan Africa","Unskilled","F",3,0,1
60438,50,149,"Sub-Saharan Africa","Unskilled","F",2,2,1
59553,51,146,"Sub-Saharan Africa","Unskilled","F",3,2,1
58446,51,144,"Sub-Saharan Africa","Unskilled","F",3,0,1
75276,51,143,"Sub-Saharan Africa","Unskilled","F",3,1,1
64203,51,141,"Sub-Saharan Africa","Unskilled","F",3,0,1
55124,51,139,"Sub-Saharan Africa","Unskilled","F",3,1,1
53795,51,136,"Sub-Saharan Africa","Unskilled","F",3,1,1
52467,51,135,"Sub-Saharan Africa","Unskilled","F",3,0,1
50695,51,133,"Sub-Saharan Africa","Unskilled","F",3,0,1
51581,50,165,"Sub-Saharan Africa","Unskilled","F",NA,0,1
50030,50,164,"Sub-Saharan Africa","Unskilled","F",7,0,1
48038,50,164,"Sub-Saharan Africa","Unskilled","F",1,1,1
44937,50,164,"Sub-Saharan Africa","Unskilled","F",7,0,1
42280,50,163,"Sub-Saharan Africa","Unskilled","F",7,1,1
39623,50,158,"Sub-Saharan Africa","Unskilled","F",1,0,1
36523,50,155,"Sub-Saharan Africa","Unskilled","F",0,0,1
33201,50,151,"Sub-Saharan Africa","Unskilled","F",1,1,1
29880,51,152,"Sub-Saharan Africa","Unskilled","F",5,0,1
26779,51,151,"Sub-Saharan Africa","Unskilled","F",5,1,1
24343,51,152,"Sub-Saharan Africa","Unskilled","F",5,0,1
22350,51,156,"Sub-Saharan Africa","Unskilled","F",4,0,1
21242,51,159,"Sub-Saharan Africa","Unskilled","F",4,1,1
19914,51,161,"Sub-Saharan Africa","Unskilled","F",3,0,1
18807,51,157,"Sub-Saharan Africa","Unskilled","F",3,1,1
17921,51,164,"Sub-Saharan Africa","Unskilled","F",4,1,1
88562,54,192,"South-eastern Asia","Unskilled","M",NA,0,1
88119,44,191,"South-eastern Asia","Unskilled","M",2,0,1
87676,44,190,"South-eastern Asia","Unskilled","M",2,0,1
87455,45,190,"South-eastern Asia","Unskilled","M",2,0,1
87012,45,191,"South-eastern Asia","Unskilled","M",2,2,1
86569,45,188,"South-eastern Asia","Unskilled","M",2,2,1
86347,45,186,"South-eastern Asia","Unskilled","M",2,0,1
85904,46,185,"South-eastern Asia","Unskilled","M",2,0,1
85683,46,183,"South-eastern Asia","Unskilled","M",2,2,1
85462,46,187,"South-eastern Asia","Unskilled","M",2,2,1
85019,54,190,"South-eastern Asia","Unskilled","M",2,2,1
84576,47,187,"South-eastern Asia","Unskilled","M",2,0,1
84355,47,180,"South-eastern Asia","Unskilled","M",2,0,1
83912,47,179,"South-eastern Asia","Unskilled","M",2,2,1
83468,48,178,"South-eastern Asia","Unskilled","M",2,0,1
82804,48,174,"South-eastern Asia","Unskilled","M",2,0,1
96312,47,187,"Southern Asia","Unskilled","M",NA,0,1
95648,48,187,"Southern Asia","Unskilled","M",8,0,1
94984,48,184,"Southern Asia","Unskilled","M",6,0,1
94320,48,180,"Southern Asia","Unskilled","M",5,0,1
93655,49,177,"Southern Asia","Unskilled","M",5,0,1
92326,49,174,"Southern Asia","Unskilled","M",4,0,1
91441,49,177,"Southern Asia","Unskilled","M",5,0,1
90555,55,177,"Southern Asia","Unskilled","M",5,0,1
89447,50,178,"Southern Asia","Unskilled","M",4,0,1
88562,50,179,"Southern Asia","Unskilled","M",4,0,1
87012,50,180,"Southern Asia","Unskilled","M",5,0,1
85019,50,181,"Southern Asia","Unskilled","M",3,0,1
83468,51,177,"Southern Asia","Unskilled","M",3,0,1
81476,51,179,"Southern Asia","Unskilled","M",3,0,1
95206,51,177,"Southern Asia","Unskilled","M",3,0,1
76604,51,171,"Southern Asia","Unskilled","M",5,0,1
51359,48,137,"Sub-Saharan Africa","Unskilled","F",NA,0,1
50473,49,135,"Sub-Saharan Africa","Unskilled","F",4,1,1
49367,49,133,"Sub-Saharan Africa","Unskilled","F",4,1,1
49145,49,129,"Sub-Saharan Africa","Unskilled","F",4,0,1
48259,49,127,"Sub-Saharan Africa","Unskilled","F",4,0,1
47594,55,125,"Sub-Saharan Africa","Unskilled","F",4,0,1
46488,55,122,"Sub-Saharan Africa","Unskilled","F",4,0,1
45380,50,107,"Sub-Saharan Africa","Unskilled","F",4,1,1
44273,50,114,"Sub-Saharan Africa","Unskilled","F",4,0,1
42723,50,111,"Sub-Saharan Africa","Unskilled","F",4,0,1
41173,50,107,"Sub-Saharan Africa","Unskilled","F",4,1,1
39402,50,104,"Sub-Saharan Africa","Unskilled","F",4,0,1
37629,50,100,"Sub-Saharan Africa","Unskilled","F",3,0,1
35858,51,97,"Sub-Saharan Africa","Unskilled","F",4,1,1
44273,51,93,"Sub-Saharan Africa","Unskilled","F",4,1,1
32758,51,91,"Sub-Saharan Africa","Unskilled","F",4,0,1
103399,35,209,"Southern Europe","Skilled","M",NA,0,1
102734,35,206,"Southern Europe","Skilled","M",6,0,1
102069,35,205,"Southern Europe","Skilled","M",6,0,1
101848,36,203,"Southern Europe","Skilled","M",6,0,1
115135,36,212,"Southern Europe","Skilled","M",5,0,1
106277,36,209,"Southern Europe","Skilled","M",5,0,1
104063,36,207,"Southern Europe","Skilled","M",5,0,1
99634,36,209,"Southern Europe","Skilled","M",5,0,1
98748,36,207,"Southern Europe","Skilled","M",5,0,1
98084,36,212,"Southern Europe","Skilled","M",5,0,1
97420,36,212,"Southern Europe","Skilled","M",5,0,1
96755,37,205,"Southern Europe","Skilled","M",5,0,1
96312,37,200,"Southern Europe","Skilled","M",5,0,1
95648,37,200,"Southern Europe","Skilled","M",4,0,1
94763,37,199,"Southern Europe","Skilled","M",4,0,1
94098,37,200,"Southern Europe","Skilled","M",4,0,1
NA,32,40,"Micronesia","Unskilled",NA,10,NA,NA
62210,54,139,"Sub-Saharan Africa","Unskilled","M",NA,0,1
61989,55,139,"Sub-Saharan Africa","Unskilled","M",2,0,1
61324,47,135,"Sub-Saharan Africa","Unskilled","M",2,0,1
60881,47,130,"Sub-Saharan Africa","Unskilled","F",2,0,1
60217,47,129,"Sub-Saharan Africa","Unskilled","F",1,0,1
59774,47,128,"Sub-Saharan Africa","Unskilled","F",2,0,1
59110,48,122,"Sub-Saharan Africa","Unskilled","F",2,0,1
58446,48,123,"Sub-Saharan Africa","Unskilled","F",2,0,1
58003,48,126,"Sub-Saharan Africa","Unskilled","F",2,0,1
75276,48,123,"Sub-Saharan Africa","Unskilled","F",2,0,1
68632,48,123,"Sub-Saharan Africa","Unskilled","F",2,0,1
64203,49,118,"Sub-Saharan Africa","Unskilled","F",3,0,1
61989,49,117,"Sub-Saharan Africa","Unskilled","F",2,0,1
59774,49,115,"Sub-Saharan Africa","Unskilled","F",3,0,1
57560,49,115,"Sub-Saharan Africa","Unskilled","F",2,0,1
55345,49,114,"Sub-Saharan Africa","Unskilled","F",3,0,1
87676,46,216,"Sub-Saharan Africa","Unskilled","M",NA,0,1
86790,46,210,"Sub-Saharan Africa","Unskilled","M",3,0,1
86569,46,210,"Sub-Saharan Africa","Unskilled","M",3,0,1
86126,46,206,"Sub-Saharan Africa","Unskilled","M",3,0,1
85462,46,203,"Sub-Saharan Africa","Unskilled","M",3,0,1
84798,54,202,"Sub-Saharan Africa","Unskilled","M",3,0,1
83690,54,200,"Sub-Saharan Africa","Unskilled","M",3,0,1
83468,47,198,"Sub-Saharan Africa","Unskilled","M",3,0,1
83912,47,197,"Sub-Saharan Africa","Unskilled","M",2,0,1
81476,47,195,"Sub-Saharan Africa","Unskilled","M",2,0,1
82140,47,191,"Sub-Saharan Africa","Unskilled","M",2,0,1
81697,47,188,"Sub-Saharan Africa","Unskilled","M",2,0,1
80811,48,186,"Sub-Saharan Africa","Unskilled","M",2,0,1
80811,48,185,"Sub-Saharan Africa","Unskilled","M",2,0,1
80811,48,181,"Sub-Saharan Africa","Unskilled","M",2,0,1
79704,48,180,"Sub-Saharan Africa","Unskilled","M",2,0,1
92326,37,194,"Latin America and the Caribbean","Unskilled","M",NA,1,1
92104,37,192,"Latin America and the Caribbean","Unskilled","M",4,0,1
92104,37,190,"Latin America and the Caribbean","Unskilled","M",4,10,1
91441,38,187,"Latin America and the Caribbean","Unskilled","M",3,0,1
90998,53,186,"Latin America and the Caribbean","Unskilled","M",4,0,1
89890,54,185,"Latin America and the Caribbean","Unskilled","M",4,10,1
90112,38,185,"Latin America and the Caribbean","Unskilled","M",4,1,1
89890,38,183,"Latin America and the Caribbean","Unskilled","M",4,1,1
90776,39,183,"Latin America and the Caribbean","Unskilled","M",3,9,1
90333,39,181,"Latin America and the Caribbean","Unskilled","M",3,0,1
89226,39,181,"Latin America and the Caribbean","Unskilled","M",4,1,1
89447,39,180,"Latin America and the Caribbean","Unskilled","M",3,1,1
88562,39,178,"Latin America and the Caribbean","Unskilled","M",3,0,1
88562,40,174,"Latin America and the Caribbean","Unskilled","M",3,0,1
88562,40,174,"Latin America and the Caribbean","Unskilled","M",3,0,1
88119,40,172,"Latin America and the Caribbean","Unskilled","M",3,1,1
76161,35,176,"Micronesia","Unskilled","M",NA,NA,NA
76161,35,176,"Micronesia","Unskilled","M",8,NA,NA
75719,36,176,"Micronesia","Unskilled","M",8,NA,NA
75276,36,176,"Micronesia","Unskilled","M",7,NA,NA
75054,36,176,"Micronesia","Unskilled","M",8,NA,NA
74611,36,173,"Micronesia","Unskilled","M",8,NA,NA
74168,36,172,"Micronesia","Unskilled","M",8,NA,NA
73946,36,170,"Micronesia","Unskilled","M",7,NA,NA
73503,37,168,"Micronesia","Unskilled","M",7,NA,NA
73060,37,166,"Micronesia","Unskilled","M",7,NA,NA
72839,37,164,"Micronesia","Unskilled","M",7,NA,NA
72397,37,162,"Micronesia","Unskilled","M",1,NA,NA
71954,37,161,"Micronesia","Unskilled","M",6,NA,NA
69075,37,158,"Micronesia","Unskilled","M",5,NA,NA
71289,37,157,"Micronesia","Unskilled","M",5,NA,NA
70846,38,40,"Micronesia","Unskilled","F",4,NA,NA
NA,NA,NA,"Western Europe","Unskilled",NA,2,NA,NA
74833,40,212,"Eastern Asia","Unskilled","M",NA,0,1
73946,40,212,"Eastern Asia","Unskilled","M",3,0,1
73282,54,210,"Eastern Asia","Unskilled","M",2,0,1
72617,41,210,"Eastern Asia","Unskilled","M",2,0,1
71511,41,209,"Eastern Asia","Unskilled","M",2,0,1
69297,42,206,"Eastern Asia","Unskilled","M",3,0,1
70625,42,200,"Eastern Asia","Unskilled","M",3,0,1
71732,42,195,"Eastern Asia","Unskilled","M",3,0,1
68411,43,191,"Eastern Asia","Unskilled","M",3,0,1
66417,43,187,"Eastern Asia","Unskilled","M",3,0,1
65311,43,177,"Eastern Asia","Unskilled","M",3,0,1
64203,43,170,"Eastern Asia","Unskilled","M",3,0,1
64203,54,162,"Eastern Asia","Unskilled","M",3,0,1
63760,44,157,"Eastern Asia","Unskilled","M",3,0,1
62432,44,149,"Eastern Asia","Unskilled","M",3,0,1
61546,44,143,"Eastern Asia","Unskilled","M",3,0,1
90998,37,215,"Southern Europe","Unskilled","M",NA,0,1
90555,38,215,"Southern Europe","Unskilled","M",4,0,1
90333,53,215,"Southern Europe","Unskilled","M",4,0,1
89890,54,215,"Southern Europe","Unskilled","M",4,0,1
89447,38,215,"Southern Europe","Unskilled","M",4,0,1
89226,38,214,"Southern Europe","Unskilled","M",4,0,1
88562,38,209,"Southern Europe","Unskilled","M",4,0,1
87676,39,205,"Southern Europe","Unskilled","M",3,0,1
86790,39,198,"Southern Europe","Unskilled","M",4,0,1
85904,39,193,"Southern Europe","Unskilled","M",5,0,1
85462,39,188,"Southern Europe","Unskilled","M",5,0,1
85241,39,186,"Southern Europe","Unskilled","M",5,0,1
85241,40,40,"Southern Europe","Unskilled","F",5,0,1
85019,40,40,"Southern Europe","Unskilled","F",5,0,1
84798,40,40,"Southern Europe","Unskilled","F",5,0,1
84133,40,40,"Southern Europe","Unskilled","F",4,0,1
87012,38,180,"Northern Africa","Unskilled","M",NA,0,1
86569,39,180,"Northern Africa","Unskilled","M",3,0,1
86126,39,180,"Northern Africa","Unskilled","M",3,3,1
85462,39,174,"Northern Africa","Unskilled","M",3,3,1
84798,40,170,"Northern Africa","Unskilled","M",3,3,1
83690,40,164,"Northern Africa","Unskilled","M",3,0,1
82582,40,162,"Northern Africa","Unskilled","M",3,3,1
81476,40,159,"Northern Africa","Unskilled","M",3,3,1
80590,54,156,"Northern Africa","Unskilled","M",3,3,1
79704,41,156,"Northern Africa","Unskilled","M",3,0,1
92990,41,154,"Northern Africa","Unskilled","M",3,0,1
81919,41,151,"Northern Africa","Unskilled","M",3,0,1
77268,42,148,"Northern Africa","Unskilled","M",3,2,1
76382,42,142,"Northern Africa","Unskilled","M",3,2,1
75276,42,139,"Northern Africa","Unskilled","M",2,2,1
74389,42,133,"Northern Africa","Unskilled","M",2,2,1
50030,49,146,"Sub-Saharan Africa","Unskilled","F",NA,0,1
48038,49,146,"Sub-Saharan Africa","Unskilled","F",4,2,1
44937,49,146,"Sub-Saharan Africa","Unskilled","F",3,2,1
43830,49,147,"Sub-Saharan Africa","Unskilled","F",3,0,1
42723,55,150,"Sub-Saharan Africa","Unskilled","F",3,0,1
42059,55,148,"Sub-Saharan Africa","Unskilled","F",3,0,1
41616,55,147,"Sub-Saharan Africa","Unskilled","F",3,0,1
40287,50,142,"Sub-Saharan Africa","Unskilled","F",3,2,1
37851,50,135,"Sub-Saharan Africa","Unskilled","F",3,2,1
35858,50,132,"Sub-Saharan Africa","Unskilled","F",4,2,1
50916,50,125,"Sub-Saharan Africa","Unskilled","F",4,0,1
42059,50,121,"Sub-Saharan Africa","Unskilled","F",3,0,1
35415,50,118,"Sub-Saharan Africa","Unskilled","F",4,2,1
32758,50,112,"Sub-Saharan Africa","Unskilled","F",4,2,1
32094,50,107,"Sub-Saharan Africa","Unskilled","F",3,2,1
30986,51,103,"Sub-Saharan Africa","Unskilled","F",3,0,1
69960,48,146,"South-eastern Asia","Unskilled","M",NA,0,1
69517,49,146,"South-eastern Asia","Unskilled","M",1,4,1
69075,49,146,"South-eastern Asia","Unskilled","M",1,4,1
68411,49,146,"South-eastern Asia","Unskilled","M",1,0,1
67746,55,146,"South-eastern Asia","Unskilled","M",1,0,1
67303,50,142,"South-eastern Asia","Unskilled","M",1,0,1
66860,50,139,"South-eastern Asia","Unskilled","M",1,0,1
53573,50,135,"South-eastern Asia","Unskilled","F",1,4,1
65311,50,134,"South-eastern Asia","Unskilled","F",1,4,1
64646,50,133,"South-eastern Asia","Unskilled","F",1,4,1
63981,51,132,"South-eastern Asia","Unskilled","F",1,4,1
63095,51,130,"South-eastern Asia","Unskilled","F",1,0,1
62432,51,129,"South-eastern Asia","Unskilled","F",1,4,1
61546,51,128,"South-eastern Asia","Unskilled","F",1,0,1
60881,51,128,"South-eastern Asia","Unskilled","F",1,4,1
59995,51,127,"South-eastern Asia","Unskilled","F",1,0,1
68189,45,176,"Sub-Saharan Africa","Unskilled","M",NA,0,1
68411,45,176,"Sub-Saharan Africa","Unskilled","M",5,0,1
68854,45,174,"Sub-Saharan Africa","Unskilled","M",5,0,1
68189,46,173,"Sub-Saharan Africa","Unskilled","M",5,0,1
64867,46,173,"Sub-Saharan Africa","Unskilled","M",5,0,1
61989,46,172,"Sub-Saharan Africa","Unskilled","M",4,0,1
60660,46,172,"Sub-Saharan Africa","Unskilled","M",5,0,1
59110,54,171,"Sub-Saharan Africa","Unskilled","M",4,0,1
55345,47,171,"Sub-Saharan Africa","Unskilled","M",4,0,1
48702,47,172,"Sub-Saharan Africa","Unskilled","M",4,0,1
44494,47,174,"Sub-Saharan Africa","Unskilled","M",4,0,1
43608,47,176,"Sub-Saharan Africa","Unskilled","M",4,0,1
44273,48,176,"Sub-Saharan Africa","Unskilled","M",4,0,1
45823,48,177,"Sub-Saharan Africa","Unskilled","M",3,0,1
47594,48,176,"Sub-Saharan Africa","Unskilled","M",3,0,1
49588,48,173,"Sub-Saharan Africa","Unskilled","M",3,0,1
NA,30,151,"Micronesia","Unskilled",NA,3,NA,NA
75719,50,181,"Southern Asia","Unskilled","M",NA,2,1
76604,50,184,"Southern Asia","Unskilled","M",3,2,1
75939,50,183,"Southern Asia","Unskilled","M",3,0,1
75054,50,183,"Southern Asia","Unskilled","M",3,2,1
73946,50,179,"Southern Asia","Unskilled","M",4,2,1
73060,51,169,"Southern Asia","Unskilled","M",4,0,1
71954,51,162,"Southern Asia","Unskilled","M",4,0,1
70846,51,157,"Southern Asia","Unskilled","F",4,2,1
69960,51,156,"Southern Asia","Unskilled","F",3,2,1
68632,51,151,"Southern Asia","Unskilled","F",3,0,1
67303,51,149,"Southern Asia","Unskilled","F",3,0,1
65754,52,148,"Southern Asia","Unskilled","F",3,0,1
64867,52,147,"Southern Asia","Unskilled","F",3,0,1
62210,52,140,"Southern Asia","Unskilled","F",3,2,1
62432,52,144,"Southern Asia","Unskilled","F",3,2,1
60881,52,143,"Southern Asia","Unskilled","F",3,0,1
103842,37,250,"Western Europe","Skilled","M",NA,1,1
103399,37,250,"Western Europe","Skilled","M",1,0,1
102734,38,250,"Western Europe","Skilled","M",7,0,1
102069,54,250,"Western Europe","Skilled","M",6,1,1
102069,38,239,"Western Europe","Skilled","M",1,0,1
117350,38,237,"Western Europe","Skilled","M",1,1,1
112921,38,236,"Western Europe","Skilled","M",1,0,1
106277,39,235,"Western Europe","Skilled","M",5,1,1
104063,39,232,"Western Europe","Skilled","M",5,1,1
99191,39,231,"Western Europe","Skilled","M",5,0,1
98306,39,230,"Western Europe","Skilled","M",5,1,1
97863,39,231,"Western Europe","Skilled","M",5,1,1
96755,40,231,"Western Europe","Skilled","M",5,0,1
96091,40,236,"Western Europe","Skilled","M",5,1,1
95869,40,234,"Western Europe","Skilled","M",4,0,1
95426,40,231,"Western Europe","Skilled","M",4,1,1
103177,36,263,"Australia and New Zealand","Skilled","M",NA,NA,NA
102956,36,263,"Australia and New Zealand","Skilled","M",6,NA,NA
102513,36,264,"Australia and New Zealand","Skilled","M",6,NA,NA
102069,36,266,"Australia and New Zealand","Skilled","M",7,NA,NA
112921,36,268,"Australia and New Zealand","Skilled","M",6,NA,NA
119564,37,275,"Australia and New Zealand","Skilled","M",6,NA,NA
110707,37,264,"Australia and New Zealand","Skilled","M",6,NA,NA
101848,37,266,"Australia and New Zealand","Skilled","M",1,NA,NA
101848,37,263,"Australia and New Zealand","Skilled","M",5,NA,NA
99412,37,261,"Australia and New Zealand","Skilled","M",5,NA,NA
99412,37,259,"Australia and New Zealand","Skilled","M",5,NA,NA
97863,38,253,"Australia and New Zealand","Skilled","M",4,NA,NA
97641,53,251,"Australia and New Zealand","Skilled","M",4,NA,NA
96755,54,243,"Australia and New Zealand","Skilled","M",4,NA,NA
96312,38,242,"Australia and New Zealand","Skilled","M",4,NA,NA
96534,38,239,"Australia and New Zealand","Skilled","M",4,NA,NA
88119,40,176,"Latin America and the Caribbean","Unskilled","M",NA,0,1
87455,40,174,"Latin America and the Caribbean","Unskilled","M",5,0,1
86126,40,173,"Latin America and the Caribbean","Unskilled","M",5,0,1
86126,40,173,"Latin America and the Caribbean","Unskilled","M",5,0,1
87455,54,173,"Latin America and the Caribbean","Unskilled","M",4,0,1
84576,54,172,"Latin America and the Caribbean","Unskilled","M",4,0,1
84576,41,171,"Latin America and the Caribbean","Unskilled","M",4,0,1
83025,41,169,"Latin America and the Caribbean","Unskilled","M",4,0,1
83025,41,168,"Latin America and the Caribbean","Unskilled","M",4,0,1
84133,42,168,"Latin America and the Caribbean","Unskilled","M",4,0,1
80147,42,168,"Latin America and the Caribbean","Unskilled","M",3,0,1
79704,42,168,"Latin America and the Caribbean","Unskilled","M",3,0,1
90776,42,168,"Latin America and the Caribbean","Unskilled","M",3,0,1
88562,43,164,"Latin America and the Caribbean","Unskilled","M",3,0,1
84133,43,161,"Latin America and the Caribbean","Unskilled","M",3,0,1
84133,43,157,"Latin America and the Caribbean","Unskilled","M",3,0,1
59332,50,103,"Sub-Saharan Africa","Unskilled","F",NA,2,1
58446,50,101,"Sub-Saharan Africa","Unskilled","F",3,2,1
75276,50,101,"Sub-Saharan Africa","Unskilled","F",3,1,1
61989,50,99,"Sub-Saharan Africa","Unskilled","F",3,1,1
54016,50,96,"Sub-Saharan Africa","Unskilled","F",4,0,1
51359,50,92,"Sub-Saharan Africa","Unskilled","F",4,1,1
48924,50,89,"Sub-Saharan Africa","Unskilled","F",4,1,1
46488,51,86,"Sub-Saharan Africa","Unskilled","F",4,1,1
44716,51,84,"Sub-Saharan Africa","Unskilled","F",4,1,1
43166,51,83,"Sub-Saharan Africa","Unskilled","F",4,0,1
41394,51,81,"Sub-Saharan Africa","Unskilled","F",4,1,1
39623,51,76,"Sub-Saharan Africa","Unskilled","F",4,0,1
37851,51,75,"Sub-Saharan Africa","Unskilled","F",3,0,1
36301,51,74,"Sub-Saharan Africa","Unskilled","F",4,0,1
46488,51,74,"Sub-Saharan Africa","Unskilled","F",4,1,1
33201,51,72,"Sub-Saharan Africa","Unskilled","F",3,1,1
43166,48,156,"Sub-Saharan Africa","Unskilled","M",NA,15,2
41173,48,156,"Sub-Saharan Africa","Unskilled","M",2,0,1
40287,48,154,"Sub-Saharan Africa","Unskilled","M",2,1,1
39180,49,152,"Sub-Saharan Africa","Unskilled","M",2,14,2
38294,49,151,"Sub-Saharan Africa","Unskilled","F",2,1,1
37629,49,150,"Sub-Saharan Africa","Unskilled","F",2,13,1
36744,49,148,"Sub-Saharan Africa","Unskilled","F",2,1,1
53130,49,147,"Sub-Saharan Africa","Unskilled","F",2,0,1
44273,55,146,"Sub-Saharan Africa","Unskilled","F",2,1,1
32758,50,144,"Sub-Saharan Africa","Unskilled","F",2,1,1
31429,50,143,"Sub-Saharan Africa","Unskilled","F",2,11,1
29880,50,139,"Sub-Saharan Africa","Unskilled","F",2,11,1
28993,50,134,"Sub-Saharan Africa","Unskilled","F",2,11,1
28107,50,129,"Sub-Saharan Africa","Unskilled","F",1,1,1
27443,50,133,"Sub-Saharan Africa","Unskilled","F",2,10,1
26779,50,128,"Sub-Saharan Africa","Unskilled","F",1,0,1
NA,33,NA,"Polynesia","Unskilled",NA,4,NA,NA
103620,38,245,"Northern Europe","Skilled","M",NA,0,1
