"iid","gender","department","level","sentiment","intention"
"3c7cafa756b28ab2fbbe0e96b7756789","M","IT","Medium",9,4
"0b2efa59dc025c3b6555125c8665b290","M","Finance","Low",7,5
"23318f75d7ca45e96dadec2a2c5c2a74","M","IT","Low",8,3
"2f46fdfe94a2a4d4152a36248c769aed","M","HR","Low",8,4
"fbb56f1fe07fba4955025ec6cc17c113","M","Strategy & Operations","Low",10,4
"63fef3694fce3caaaa7b0f05ac93bb01","F","Sales/Marketing","Medium",7,6
"9f902cd086b479295f1fb2a9f9f6d1df","M","HR","Low",7,7
"9d6789175c4771e500e0c8567cf60605","M","R&D","Medium",9,8
"381fc7381750453c7c4498ce9d1e591d","F","Finance","Low",4,8
"8645267d053b12d009fe7161606c30df","M","HR","Low",8,2
"798483e087346fc653307ee0019b50b3","M","HR","Low",8,2
"b10b6954ee76c3ec7b1ee3d5706fc9ab","M","Finance","Low",8,1
"2d299d0b177a8dcf5aeef3466ecd7508","M","HR","Low",9,4
"3807f2c0ceccc3a2083cb03dceb152e7","M","HR","High",8,2
"4feb0c196a6596d658b2155954199b48","F","Finance","Low",10,1
"e8b6bc1213e4a7120e6239c44422332f","M","IT","Medium",7,7
"0b6b7c0eb49bb4268f8c1f57b3f19cd3","F","Finance","Low",7,7
"fef3b9da857bcdbaf541abac7d9257c0","M","Finance","Low",8,5
"3d55908bc60bd6015efb4c655790b577","F","HR","Low",7,2
"95fef99f062b0c150f502b96336f5754","F","Finance","Medium",8,5
"ac8f7c60edb795b730e3109851194fe3","M","Finance","Medium",9,6
"6e2b6134867cf51ec5bdc09ef951a131","M","HR","Low",8,2
"a9797e27140fb20b6dbefae9ef763845","M","Finance","Low",4,5
"001bab64cdf3a15bb34927ad0d68774d","M","Finance","Low",3,5
"510d696b8e18724db4f8a4f2bdfeda3e","M","Finance","Low",7,7
"1733d47b7f1600c5e0e7b3035a1cc8ba","M","IT","Medium",9,5
"13fc53d706f13e044cb5f30a50f63cbe","F","HR","Low",7,6
"a38d97032c717ffc94600063d63deb71","F","Finance","Low",8,7
"4acb9c4b5dab6d2df7aba9257f52823f","M","IT","High",6,7
"f499c644237581ea3520bb196e51a4c2","M","HR","Low",8,4
"372eda77c524d79755ea37c4646449c1","M","Finance","High",9,3
"1da28147e606a56ff16fcbb84afba335","M","Finance","Low",8,3
"6c20612faa4b90e9f904ee5a1bcfb443","F","Finance","Medium",8,3
"61ff73ee25b8827bd324d7c44865c347","M","Finance","High",7,4
"22165480983e54b9ac40cad3dc53bf5f","M","HR","Low",5,4
"51fd76bbc7efa954223360d4dc192d3d","M","R&D","High",8,4
"60c80b2fb8e290914577f34675293d49","F","Finance","Medium",9,5
"216d09648294514990ab176625c8d0fc","F","Sales/Marketing","Low",5,4
"62638b97b2d1678c25fe44e055b36743","M","Finance","Low",7,4
"aed0fa9770574920bf49f64dafddc982","F","Finance","Low",7,4
"73b00c1247eb549865e6f0a05520708d","F","Finance","Low",8,3
"2607ec8c8b2376239982788a19d228ff","M","HR","High",7,8
"ecb589420f2ffe4fbfaf3a6ca97cdd6d","F","Finance","Medium",10,3
"3392db16594b0a568e26f2d15151a280","F","HR","High",5,4
"91bdb1474e6a27198c87083751dcc395","M","HR","Medium",9,7
"ff0b24bb8e4b06deab7310c6a00de22d","F","HR","Low",8,7
"71c2e0b078beea127c14488d8115f976","M","IT","High",10,3
"c0ddf518d076114c413668f70688438f","M","Finance","High",10,3
"923835bdcf971c888dfefc8417aefa12","M","HR","Low",8,3
"076787149d76ed192d20762c351c6aad","F","Finance","Low",8,5
"0b9dae85e988da4f0656a7aa6da7ad9d","M","HR","Low",8,6
"0644167f5f4e10aebb5e674b89bb52ef","M","IT","Low",8,3
"b13088d6ca0455378c9eb86464d1455b","M","IT","Medium",8,3
"13880d8a56bb4d7cb85b72a09f008fe3","M","Strategy & Operations","High",8,3
"2208a5ea8b034ed5216608c599742744","M","HR","Low",10,7
"02dcecf1ad395f8f6800e531758afea5","M","HR","High",8,6
"d369c0c261701d7927b28d2916585404","F","Finance","Low",10,2
"34ea714d1a1d9bbcf1c9b2139f979f5d","F","HR","Low",8,5
"b62f5735eb9d72985e24b848d8652d8d","M","R&D","Low",5,8
"2841f761bb36a59716501b920bff622f","M","Strategy & Operations","Low",10,3
"12c3ea3bd6388046bf776bf4c0768c0b","M","HR","High",10,4
"0723d21ad90d38ddfee77b79d514cbd9","M","R&D","Low",7,4
"53603e1c687212716e33038051004104","M","HR","High",8,6
"3553b36960deec35f03c58be04a3244a","M","IT","Medium",7,5
"cfc5f7bbe357d8aad3bf3edb0458840b","F","HR","Low",7,3
"a34c1ce4f71bf46d727a37a1b6564473","F","Finance","High",10,3
"2ff02ea7bbaaf7c875e4bac2f61a8ee6","F","HR","Low",8,4
"12e13b8392c87a5bec7c06ff80f5c0fc","M","Strategy & Operations","Low",8,2
"4946abf66f958ea3d9ee9e8afd0bedfa","M","Finance","Low",7,7
"ea68947acfd68b88bc7f43456eab6112","F","Sales/Marketing","Medium",4,4
"225dce7c60253e5d9a90b51ec66f1391","M","Finance","High",10,3
"846da3b44a6b5faa9740ac96c1937b2a","F","IT","Low",7,2
"a9b9425fb2d5a676adf2f0ea2510498d","M","R&D","Low",10,7
"eddcd0116a92d289e34fdd652f19d9be","F","Finance","Medium",8,2
"e87773f42dfa841b7058c9b825f4e819","M","Finance","Low",7,4
"61b4d23fbf05f1133d8e3fa568814e13","F","Finance","Medium",10,1
"38eebd7c26da15fa0ad4e3d8b8d154c6","F","IT","Medium",10,6
"c580a63a01fc0684dd3be99eb93f87da","M","IT","Low",7,4
"a1343c089229e957fdbb64548ff33b42","F","Finance","Medium",10,3
"548574ad9e8e6daedfe76bcd61aa0c05","M","HR","Low",9,3
"d1081e57e605f955dcf0ecffca8eb3f9","M","IT","Low",8,7
"cb417db10eeb93f11c5a68777098f5f2","F","Finance","Low",7,4
"513541f6c7d8704bd362a16781bd1eeb","F","R&D","Low",8,7
"69453199c323d063f731616d1ef33bcd","F","HR","Low",9,2
"c18f2507d70595f85a97c56a19476153","M","HR","Low",7,2
"0635eee47d112752075a86b03ca9b8a5","M","HR","High",10,1
"079c48f46d44244e4f4216be03952ce8","F","Finance","Medium",8,4
"ed0428141d24e07558d56b83b56f298a","F","Finance","Low",9,3
"9ba1b9a7f4e5b20c6d433914009fe19e","F","Finance","Low",10,2
"99703065d4ec075301adba12029829c3","M","HR","Low",8,3
"bedae539196bca27b81082c4dbbadb3f","M","HR","Low",7,7
"cb8992f47aa92aec98794e2c85ca2d0b","M","Finance","Low",7,6
"00b4e661e24692ee668bd15b2e629966","F","HR","Low",10,3
"9647e62b2c3d3f496e93a04dc952a13e","M","R&D","High",10,6
"93b0c58f8fcfa0ff754a2df0a5e73f9d","F","HR","Medium",7,9
"a37c4e471c68b7e54c6363e734b9e36e","M","R&D","High",8,4
"0c4601680d51898d8c3f2ee374dbba46","M","HR","Low",7,2
"104e60e376de312b9ef2ca2d0754e2c9","M","Strategy & Operations","Low",8,5
"b7c6c87dc10cbc09efd129c7e1f4df93","M","HR","Medium",9,1
"10db75d487bd728dc062b4472ab0dfa2","F","Finance","Medium",8,5
"f076525226db1227d8aeb4c3949504aa","M","HR","Medium",7,7
"7b5140adfdd1febad4b8949f881d5ab5","M","HR","High",8,2
"ac25769ed4f06322169dc9f7655f74f7","M","HR","Medium",8,4
"7e09f6dbfcd046c678a3826fc681e474","M","HR","High",8,7
"f686e3899d1d06a0fa7381786e091249","M","Finance","High",9,5
"8200a3ac9d2a3ded1f1c6cb3832b5139","F","Finance","Low",6,3
"7a786c93d8072d9d89aec319a3f73724","M","IT","Medium",8,1
"7233ea5ca29948829e9b6ad925fefebc","F","Finance","Low",8,3
"e4442696c431a62a1c92ad4014e2dafa","M","HR","High",8,3
"4d8883c5f035abe282b404f46bd40428","F","Finance","High",4,6
"81f2eee586b1cd735ff7c8af1f4530d9","M","Finance","Low",7,5
"b58e22694f9b8f68cb6edf08dd4141d9","M","Finance","Medium",7,4
"66d648f5799ec04e8f2fd0016d12a8d2","F","HR","Low",8,2
"1e77d334b392a817115db6cb1af4a514","M","Sales/Marketing","Low",8,3
"f46d435db277b2d1d9feece8389c62b9","M","IT","Low",6,3
"abe3437b26a98f02b99d524c45c3b810","F","HR","Low",8,5
"9e9b4adc6de10bcd31facbe9de4448ba","M","Finance","Medium",8,4
"f8ddbbb0b7e7a578450aa956571bff5b","F","HR","Low",8,2
"86eab83b770a039f99f3bf4c16935f14","M","IT","Low",6,4
"4b5e811f289bbe2f5d8b5d137d82b9a2","F","HR","High",8,3
"57dfb504df6e7b114727bd5796b43f21","F","Finance","Low",6,3
"b306201406a89aa94b0b1fba29cb2093","M","Finance","Medium",10,3
"e61d6f3d4dbbd887bbe873fb959c132f","M","IT","Medium",7,3
"b5caa10bc2f6e9c98ea50283e16849ef","M","Sales/Marketing","High",10,1
"6e3d0e55cdcce2ea271964e1a0c413d6","F","IT","Medium",8,8
"d38f13410e90e2d76cac926f8de2180b","M","IT","Low",7,3
"3843f62f77a4546f069e9974f701262b","M","IT","Low",8,2
"c893f96d51b3c9d769fa5794724c7c9b","F","HR","Medium",8,2
"89e40480a26f762d2de5b0ade6c07d02","M","HR","Low",10,3
"77792dd4b98695ed200716d5f6048498","M","IT","Low",10,4
"677fefea0db159a71c1f943eceecd994","M","HR","Medium",7,5
"f4ec54c4d65fa238f3aa9687cf635c0a","M","HR","Medium",8,7
"b125a2d42730d44f5aa6e2e7513434c5","M","HR","High",7,10
"21aa95a9e1db78c3a4b1a7fd1e8c2dec","F","R&D","Low",8,5
"83bb98804f9416e82826ff57b29a75c7","M","Finance","Low",6,10
"cbf65b3a0abd5cfe0e237b76b2d88b3d","M","Finance","Low",7,7
"4a8fbda123c75993ff4e8c30f12e765c","M","HR","Low",7,9
"88f55c711e019d18a2c984c6fc0880a7","M","Finance","Low",10,4
"177daec8a53218ce6bd7e2e90319388f","M","HR","Low",8,2
"4f6addd3f9524267b53ee379ec707401","M","HR","High",10,5
"405b34263199c605f902370c0b4600c8","M","Strategy & Operations","Low",2,10
"d2d9f7b9b6d5104845f678413c0418cd","F","Finance","Low",9,4
"662c1dd4513f155476af8322be1e88a2","M","Sales/Marketing","High",8,3
"d0d0e649c83e8e7bfc2a9e33d1f3ee9a","M","Sales/Marketing","Low",7,4
"7180a47520d9ba96a953efca2b4cbab8","F","Finance","Medium",8,2
"f414308f4aa71ddada525fe18d0b5336","M","HR","Medium",7,4
"84d06cadf312c919a3ffba866db6d621","M","HR","Low",7,2
"398e299c8014b8d6b0b22fde68c1404d","F","Finance","Low",7,7
"389caef3d5f0512cef4c01d37715ca06","F","Sales/Marketing","Low",10,5
"6922f2837b80110887c56481a33de20b","F","R&D","Medium",8,4
"de8d9042127229f5ec376be932db5de3","F","Finance","High",7,5
"b6c7b3bc8725846383cf18bb7563455f","M","HR","Low",10,2
"6e31bd032568e683d1de72cb441c0ec4","M","HR","Medium",9,2
"f631f78e56a91ce52a9a6c10f32274d3","F","IT","Low",7,8
"30ad47fcf220f8095279a436bb05e908","M","HR","Low",8,3
"d8bcc1e5146a0b67cad9077f2dc32ece","M","Finance","Low",10,2
"70de75bcdc7b0e5829ae6a6f7bfe844c","M","Finance","Medium",8,4
"c3c082d056ed12170eaa891e948b3118","F","Finance","Low",9,2
"4b58f20c57747619007204ba93522e64","M","IT","Low",10,6
"3fad51b16a06692330e9f2dee789761c","M","Sales/Marketing","Low",2,4
"c6659f0fde9f8dd6d1e04339f87f3abb","M","HR","High",10,3
"b22eca21621086312bc17f75c7c345e6","M","IT","Low",8,3
"e865c082a1dbfbfd740513c111ba19c1","F","Sales/Marketing","Low",10,4
"d58ec25f6d9f86922e673c205cba22fb","F","HR","Low",8,5
"fd1d794c25d7aabaf67b779e63854665","M","Finance","Low",9,3
"2d81fd02e80eb5c02dfda871216825ae","M","Finance","Medium",2,8
"83e050dadc1112dad7c1d0647d0f6270","M","Finance","Low",10,3
"194f2ff48dafbd43f260d0d80faaf211","M","HR","Medium",10,3
"ae786bb8c1383ab579e7e5bfeb8e1ef6","F","HR","Low",6,6
"88a7048364794c6f42e97b58d8715ecc","M","HR","Low",9,1
"103ea76d295a909f5810b2f32e9c22c9","M","R&D","Low",8,5
"f7e44a53334aa1ac87de42462fc2322a","F","HR","Medium",8,4
"0d8bfbae68496cc3e559345ccf17e0be","F","HR","Low",8,7
"09e47092d066160d72b28ec08aa0d3fe","M","IT","Low",10,5
"507d9373514979a7bc9d23576a3aac09","F","HR","Low",8,3
"ada4ad8a261bdde867a940a57384a7af","M","Finance","Low",8,7
"8c8a0e47a5282dd5fdce42a09b2cc5b0","M","Sales/Marketing","Low",10,1
"0737cd9147a14118cd121593d66fcc41","M","IT","Low",10,7
"03b46d048a35d07e9fe19eb74742737c","M","Finance","Medium",10,4
"0773e3e72e30df6e0ce85056ba5bda48","F","Finance","Low",10,2
"ec065005255903e05a5149b02731c5d1","F","R&D","Low",8,2
"d5d819959025a1bab25cae451ea878bc","M","IT","High",6,3
"f639519fcdac128f2013f4aac17fc627","M","R&D","Medium",9,6
"1db8fc034803b07cafec0347072f70af","M","HR","Low",8,3
"cbe2304f18546b54c139e29654f27038","M","Finance","High",8,6
"e926a8759ddab5b8f35addc6d52d18b3","M","Sales/Marketing","Low",9,1
"79a2f656175ce6a74aad83b745829d33","M","Finance","Low",4,5
"71316c500376120674af565551eab166","M","Finance","Low",9,4
"b4b6b29149e79e80987ae02f2ef15c39","M","HR","Low",7,1
"bb2e68dc66a4b649fb59475e76530e08","M","Finance","High",10,3
"3e6748380321ecc56b24c02256d18b06","F","HR","Low",8,5
"10ef51343ab3be370204a95ad9edc75d","F","Finance","Low",8,5
"dc6329c5135be5d912c6152c6fbddbcb","F","Sales/Marketing","Low",8,6
"2f5f140c3160cf97a70603a56ff6d6a4","M","HR","Low",3,4
"dd84d8a37efec28bd753e0fa05cca3f2","M","Finance","Low",10,2
"1b4be4ea17fbae2d181671c56547f9e4","F","IT","Low",7,6
"1757557656bd4e6bf2e2c40f470f12d5","F","Finance","Low",4,2
"97b85c54a70fcbc6d7e2d00555c91a1b","M","IT","Low",8,2
"3b4ea067835c13d0b3db2b0197fc6e06","F","HR","Low",7,7
"7343601454e9fd64de0233b452a4ea0b","M","Sales/Marketing","Low",8,3
"2454ba045223d89bf409ff3ad1432ccf","F","HR","Low",7,3
"94102da2b95d109bdcd3abb936a8bf09","M","HR","Medium",8,4
"0a0f9558061bf2e77827064cc87bdce9","F","Sales/Marketing","Low",8,2
"01c21d5f06d733a93cf02209686eeb22","F","Finance","Low",7,8
"cfdf8f47c42fdae954159afc0fe89527","M","HR","Medium",10,3
"51aa0337cbafb37030329a6d49e9ba85","M","HR","Low",8,8
"e04c537956b48eb98a07a021f2ff9ceb","M","HR","Low",7,4
"be5f86a28dc714f44855db404daad321","M","Finance","High",8,2
"b2a3b2d3224ea4b7c2d90a667a1b83ee","F","Finance","Low",10,5
"79f9ad062b78d70bdf32199fea32c57e","M","Finance","Low",10,4
"aa829d54988c9156d3f950bda68eb0cf","F","HR","Medium",7,4
"e02d32c848257445f2af7331dfd77015","M","Finance","Low",6,3
"dae40ef996f51879b16c0cc171940f98","M","Finance","Medium",7,4
"845be6aeff75f2866b08577c77f279bc","F","Finance","Medium",6,8
"3b47761a059d33bb071a313b3b1c2073","M","Finance","Low",9,4
"027c4377e06aa95d3a79015c259f4e5d","M","IT","Low",10,5
"8598eedf6d385e7122a4476d8df27eae","M","IT","High",7,5
"29abbc8bd3dbd3ab48577e4ad6ee63bd","M","Finance","High",6,4
"5be19c08a458850137c815f596db0b14","M","Finance","Low",7,1
"d786f6f822fd9c69bf1bb0aeb73f5248","M","HR","Low",8,2
"eba0213bf70145cd9f82691c5effbfe8","M","Finance","Low",7,4
"636d1c1025edcb65cdaee3f9f273a747","M","Finance","Low",9,1
"133d3a38ea32202bd2efb61e1e9fe4c9","M","Finance","Low",8,5
"948349bcacbbdefc6322a8fd670c3436","F","Finance","Low",10,5
"c9e5a002f2d1562e25b429adf1ca3643","F","Finance","Low",9,3
"25d8b767c484259ca8bf9d39c9fb001f","M","Finance","Low",7,3
"30bfac6ea008a246ae4fbb6c3e20155d","M","IT","Low",8,3
"886a7d49a1371936bd21aff4486f22ea","M","HR","High",8,10
"eb35b817c2ef81c10351ea61fb2fe5e8","M","HR","Low",8,8
"2753203fdf69db27dcfc3e09d5e7d97f","M","IT","Medium",8,3
"6f89c0398bb63f2248e2f46094dc565a","F","Finance","Medium",9,4
"8167023544534fe42ae060e5495a5460","M","Sales/Marketing","Low",7,2
"dc4f65c0fcc5e2406e4069be638b4f1f","M","Strategy & Operations","Low",7,5
"79dc12a68a7ec87c0f433000cc1be739","M","Finance","Low",2,4
"96343cbb743bda1533c33c46fd2a8b19","F","R&D","Low",7,4
"6ad5f37a50de6e3181198daddf251796","M","IT","High",8,3
"e06081e893a1f9e074c8919762a74d16","M","Finance","Low",8,3
"4a22ced5fa4d08f7298d289ac6ec0b04","M","IT","Low",9,6
"fba2efa94c87b7015bef6203b7c0ccf5","F","Finance","Low",8,5
"d0fc11d7d8ddd5f2b725772c8cf3bbb0","M","Finance","Low",10,6
"0cf7ecb8d8dd5099c21b5b47a6ecae51","F","HR","Medium",2,8
"76cce7ad2b2a1d550970b30f8944fc6e","F","Finance","Medium",10,6
"ae79c3a0bc45076079e7c5e96bdc1387","F","HR","Low",7,5
"1f2d60a730b78f068cca088731801987","F","R&D","Low",5,5
"d96381947403a76d05843b917d600766","M","Finance","Low",4,6
"d2409731aa8a68aa3604ed542959dc35","M","HR","Low",9,2
"d97130fd44ae329c82e6830c4b6068e7","M","HR","Medium",10,5
"b0c97d0183054896109d4f7b44f5c545","M","Sales/Marketing","High",8,2
"360e0b2bcd74231486b202498e2c8992","M","HR","Low",10,2
"2d7525fb8f7c6dce0e2c781759653f82","M","Finance","High",10,3
"81276b4fd247d51e09837de500e2079d","F","Sales/Marketing","Low",1,9
"2f8f19416128f967c7dd94bbf6b43860","M","IT","Medium",8,3
"f7364f196ac0a3aad61176937fbd2523","M","Sales/Marketing","High",6,3
"3a8951e60be348c00afe41441e4e2ba2","M","Finance","Low",4,3
"d0a706aee2b731d121c11218e033958e","M","HR","Low",8,3
"9939d0a601a5da847a5953282899e78c","F","R&D","Medium",9,1
"b7572a1aca34096b42d65cfe03570d56","M","HR","Low",7,2
"9d0a59368f34aeab9512923b838031f6","F","Finance","Medium",7,6
"e102b01aab1405e918a66d7c33b7a4a6","F","Finance","Low",10,2
"9419b021276fbeb25cb8ac79f5ceebd5","M","Finance","Low",2,9
"3681ec982664c8ab2dbab328d3948378","M","HR","Low",7,6
"451dee92a0450c997d8d374390d69cd6","F","Finance","Low",7,6
"214b9d64e38285141e14aa7d9d88bf78","M","IT","Low",8,4
"511ba1371818f607d35c79fcf5bef3d6","M","HR","Low",8,7
"45c1194fc88670819c1c8ea8b19df84f","M","Finance","Low",4,7
"da8c96ae84bbcaf73c70a397ace09c55","M","IT","Low",6,4
"8f8f476ea0890998c28cd9dcc92c0bbe","M","Finance","Low",4,4
"4531f8cb37e136d5d386a0632d989b13","M","IT","High",10,7
"bc6506d60affbaf2ed61da55a56465b7","M","Finance","High",2,7
"58494954864d48e4d5bb9b808dfb2513","M","HR","High",7,2
"27cba7b03c2e14c66d843378438cee2d","F","Finance","Low",10,7
"b15a4bca8b37b65d41ba6cc2f9851fd0","F","HR","Low",8,4
"a59d966cec565d553ce53996d922a19c","M","HR","Low",8,3
"46c9516bb3bd37eee88b7e659e046508","F","R&D","Low",8,6
"4fee7835938c6655ccd71449d62c1232","M","HR","Medium",8,3
"de414bb5cf75e1d5ceff576df85b74e8","F","R&D","Low",8,2
"61816b99c8ff3566672252660b9e7e82","M","Finance","High",8,4
"8029b943426c025588ec4193baf044dd","M","Sales/Marketing","Medium",10,1
"772d4c4eb6b54ec8f3e401b620d185ec","M","Finance","Low",2,5
"572ba0ebba07dc007800d5070feb2f85","M","IT","Medium",10,1
"2689209ea92e7f7d8d934e5b07717999","M","R&D","Low",5,3
"5dbaf82bc90c367592d8eed2c19c473a","M","HR","Low",10,2
"4207174009eaad6c148a6a16536327fd","F","HR","Low",7,2
"b77728b4f4ce62e7a51358fe8e6e620a","M","Finance","High",10,3
"1b4ac6f9c8fb8c7241c47ddb97c55a08","M","HR","Low",7,7
"1d0d8111d345f2c3c4a9a92b1d4efc49","M","HR","Medium",4,9
"60aeeb4f0b89bc221e8acfdf7f71302d","M","HR","Low",8,4
"b17e6c8b50cc8b0b012a5bfa84f76b73","M","HR","High",9,3
"7090e88c59bf8a45a528c8a3e2a6c9d2","M","IT","High",4,7
"1615807235027cea3e7ca9f5228a42a6","F","IT","Low",10,8
"4da02b268f65ebb6ef7968ea4f23c105","F","HR","High",7,2
"a94ea067ceb6fed930439386cd3baa6f","M","IT","Low",8,4
"4f6666a07b74ed299ebdb22d292c4c86","M","HR","Low",7,2
"2edd44edac841d2748680f3db401284b","M","Finance","Medium",8,7
"a2fed264ba6a290e4bf2c3a29bf4756b","F","Finance","Low",3,4
"e3b78c2e734686515a10f417807c7c69","M","R&D","Medium",7,5
"547675ebe1363a5f888067b7aecd6b53","M","Finance","High",8,2
"389d53ae9055d46e68e3f700250e47f2","M","HR","Low",9,2
"3a39554d2447265857d0f30982c22f76","M","HR","Low",8,2
"e0183a710d7eb2f9d3a091d660358345","F","HR","Low",4,6
"78813e98c4d0b4930110b4617cd86d7b","F","HR","Low",5,10
"17d842d0d415ac331b96d3b6df0bcc02","M","Finance","Low",7,5
"6fd5db56f14dda446d7bd3115a209cc2","M","Finance","High",7,2
"c85fd484b6aeb5a55a0b9664766ff9ff","M","Finance","High",8,3
"3fe1dabed30ca33ce946564de64dec11","M","IT","Low",9,3
"81aa0334f84ce40465518c4afab66e56","M","HR","Low",7,2
"2f633ce14393e833bc83d13fad903707","M","IT","Low",8,5
"938b88fda404ff5fa4763cd4b94aa871","M","IT","Low",4,5
"2bce316c649010f44e54b763ca3db195","M","Sales/Marketing","Low",8,2
"b5829d016062ee8135f7e9dfc09a0467","M","Finance","Low",7,6
"c900b2813e8178739bd594a58e2695dd","M","Finance","Medium",8,2
"97a87c89a201d579fa9011786a76c2b1","M","IT","Medium",8,6
"ee9234ac9326119911ffd91e76863b93","M","Finance","Low",9,3
"91b39752ba8e206ce51f49718cce178e","M","Sales/Marketing","Low",10,1
"0834d5a05a6367aa7cff5397858d3862","F","Sales/Marketing","Low",8,4
"6280ba00c82c12d06581f1ff85e01d17","F","Finance","Low",8,4
"ead7ed21f4e07671660d0629d2b8a145","M","Finance","Low",8,6
"8639e4170728b97141030a0639e6c459","M","HR","Low",7,7
"028d72a6b94613168597c0c7ce4686bb","M","IT","Medium",5,3
"feaf882e377cfef912e958bedd44421c","M","Finance","Medium",7,9
"a16fe22917a233c812e5602ee6526293","M","HR","Medium",7,4
"4393f1ecf5b4df3ce3124b749c9773f2","M","Finance","Medium",7,4
"b8cbcf1f3f59cdf58ae896e08d63635d","M","Finance","Low",7,4
"45e05fe02907ca7b0ed66a572e77e41e","M","Finance","High",8,5
"844c48fb931400d4ff7175e570cc18cc","F","HR","Low",7,7
"e6ddffd45ea95c300c415c8051df687b","M","HR","Medium",8,5
"ebf5f60a9caff5d721b74c2a0a3fe465","F","IT","Low",7,6
"091654e5fecf8e545bef8c74ac3db393","M","Finance","Low",4,2
"e45f5473ad75b586eded197cecdc9786","M","Finance","Low",7,5
"8c8d8e636ac287351d488f45dd1a3280","M","Finance","Low",10,4
"adcaf0f6d88d90a35c3c7281b73b8ece","F","IT","Medium",9,4
"85c6932aaba77b61dc6b1962c22ad22c","M","HR","Low",7,2
"c7e23aa427d7a0664139f4e4b48987ca","M","IT","Low",8,10
"00aca48dcecfa0e75e4c4bebeb5a5b9a","M","Finance","Medium",7,6
"188f565e255840f90981da35ef973127","F","Strategy & Operations","Low",6,7
"b3853e6bf1bb266a5dc134910af97382","F","Sales/Marketing","Low",7,4
"0f093551bfdb189862de4d0fa0405df6","M","Strategy & Operations","Medium",5,6
"3afd9605c0e4783c742b3c1494771970","M","Finance","Low",7,2
"d7687ff67c40095b15a6a1ff530084c3","M","IT","Low",7,3
"8ff1444748b0386eb21b0a2ace0413c9","F","IT","Medium",7,5
"dd1043e7c0a85e6473363afb6901d784","F","Finance","Low",9,3
"f01abbfda7eccf8875b78aba8a034648","F","Finance","Low",7,2
"be42c5e7d0b6d44921a3b4c37a102a26","M","HR","Low",8,6
"fa8a88ea605f07e40dd335c4b0d3de69","M","Finance","Low",8,3
"94e8365f3f59d6e22ae99a011b5c05ce","F","Finance","Low",8,6
"2278e4f371bbe0d6d06a19317f4409bc","M","Sales/Marketing","Medium",8,2
"769f26dce205a1812245b922a379314f","M","IT","Low",7,2
"b9ce919968207f9a63e846d2bbbd6304","F","IT","Low",10,3
"01078ad9f0cf06985abc6aa5b2931533","M","Strategy & Operations","Low",7,7
"95f801ddb83817707ccc493730251be9","M","Finance","Low",7,4
"ef084e83287de782bc1ef36b9238f30c","M","Sales/Marketing","Low",9,3
"df120703e6f9473f9ba98b30c92cda6e","M","HR","Medium",5,6
"39f41fb001f6d6c295e291012d043672","M","R&D","Medium",8,3
"1f9299862b1307d33a4693946a9aafc2","M","Finance","Low",9,5
"af66153c26808773e665faa577e6761b","M","IT","Low",9,3
"e0371158525c4d0bc74a5ce32f4ca5e6","F","Finance","Low",8,8
"03513bf2fd37b444aa2a9ff009acee83","M","IT","Low",10,1
"0454da82b64360a2a15b1fd3827e3df6","F","Sales/Marketing","Medium",10,6
"053c4635f1879456c9c05755de5c763c","M","Finance","Low",4,4
"9d9a98ee2debb132ce96ed46bc0712a7","F","HR","Medium",7,6
"ecb30c6e799ffa8ef3b768127ca830d6","F","HR","Low",6,6
"bd4d716f559f6478e6d3a4bc6f0051c9","F","Strategy & Operations","Low",7,7
"c625e6d2364c1e45ca721bee69646000","M","IT","Low",8,4
"e2070401399af9d73545041cfe3c7b4e","M","Finance","Medium",4,6
"56fda95bf412e535b2ef973d4828473b","F","Sales/Marketing","High",2,8
"d95270c605a82790a2e3498159925811","M","HR","Low",7,5
"0ce4d56208788d8fb49df5573d71adc4","F","IT","Low",8,3
"61d445d2e7b41ced6ef6df6760577299","F","Sales/Marketing","Low",9,5
"68f4db390401d4ab09b834f6f2d15365","M","IT","Low",8,4
"77170673a9e28a6e6edf31aa0b709c0c","M","Finance","Medium",4,3
"e986948e40c383351d655cc601a3b39a","F","HR","Low",6,2
"c62ab1ee69d5f7b554bcd57ae057f9f9","F","Sales/Marketing","Low",9,6
"55d9179fd4348484f7b24b65aa977142","F","HR","Low",7,6
"b2ae8efa92bacc5a0e71cbeea03d23aa","M","Finance","Low",6,7
"0c60b7884ffa639be7ba79066622c85c","F","Finance","Low",7,6
"9ede038c6b5c423bf9909ef9cf18f1f9","F","Finance","Low",9,7
"6dece6549ac42cd81563ed3a75c718a7","F","Finance","Low",7,7
"8ca3a94cc663f9975505bd470ee141b0","F","R&D","Low",7,8
"9894dc764abff43063c5186b4d9381d1","M","HR","Low",8,6
"813c8dca47e13e9ca4995b03cc31fc22","F","HR","Low",4,7
"69d123dbc910b79e825b7c98abaa53bc","M","HR","Low",8,6
"eb9aace0262ba7db76f99d359a0055f3","M","HR","Low",10,4
"5a1f9ea72c9766ce53c85285b0362a09","F","Finance","High",8,2
"3aecfb265a109e785bfb3575d4e3af71","F","Finance","Low",7,4
"ca7b453c617239de81462f9948abaf34","M","Finance","Low",7,2
"0831835ecb12657072da13a798dfdd54","M","Finance","Medium",7,8
"2072e06d180a93df186570dd9f149138","F","Strategy & Operations","Low",8,2
"92ab0aadb49cca4eeda383a27d8dbc1a","M","HR","Low",9,3
